,Sex,Ticket,Age,Fare,Name,PassengerId,Title,Title_n,Cabin,Pclass,Fare_,Pclass_,Family,Family_,Age_,SibSp,Embarked,Parch,Survived
561,0,534,40.0,7.8958,1097,562,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
562,0,134,28.0,13.5,870,563,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
563,0,892,32.25215146299484,8.05,1091,564,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
564,1,885,21.774238095238097,8.05,785,565,9,2.0,186,3,3,1,0,2,4,0,2,0,0.0
565,0,714,24.0,24.15,305,566,12,1.0,186,3,5,1,2,3,4,2,2,0,0.0
566,0,488,19.0,7.8958,1147,567,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
567,1,541,29.0,21.075,918,568,13,2.0,186,3,4,1,4,1,0,0,2,4,0.0
568,0,281,32.25215146299484,7.2292,335,569,12,1.0,186,3,1,1,0,2,0,0,0,0,0.0
569,0,572,32.0,7.8542,612,570,12,1.0,186,3,1,1,0,2,0,0,2,0,1.0
570,0,850,62.0,10.5,503,571,12,1.0,186,2,3,2,0,2,3,0,2,0,1.0
571,1,76,53.0,51.4792,50,572,13,2.0,61,1,0,3,2,3,2,2,2,0,1.0
572,0,792,36.0,26.3875,390,573,12,1.0,153,1,5,3,0,2,0,0,2,0,1.0
573,1,101,21.774238095238097,7.75,637,574,9,2.0,186,3,1,1,0,2,4,0,1,0,1.0
574,0,716,16.0,8.05,1032,575,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
575,0,577,19.0,14.5,931,576,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
576,1,190,34.0,13.0,428,577,9,2.0,186,2,3,2,0,2,0,0,2,0,1.0
577,1,93,39.0,55.9,1090,578,13,2.0,161,1,0,3,1,3,0,1,2,0,1.0
578,1,284,36.99411764705882,14.4583,196,579,13,2.0,186,3,3,1,1,3,0,1,0,0,0.0
579,0,904,32.0,7.925,617,580,12,1.0,186,3,1,1,0,2,0,0,2,0,1.0
580,1,175,25.0,30.0,234,581,9,2.0,186,2,5,2,2,3,0,1,2,1,1.0
581,1,107,39.0,110.8833,1173,582,13,2.0,99,1,0,3,2,3,0,1,0,1,1.0
582,0,308,54.0,26.0,344,583,12,1.0,186,2,5,2,0,2,2,0,2,0,0.0
583,0,87,36.0,40.125,1024,584,12,1.0,0,1,0,3,0,2,0,0,0,0,0.0
584,0,401,32.25215146299484,8.7125,932,585,12,1.0,186,3,3,1,0,2,0,0,0,0,0.0
585,1,1,18.0,79.65,1165,586,9,2.0,171,1,0,3,2,3,4,0,2,2,1.0
586,0,168,47.0,15.0,584,587,12,1.0,186,2,3,2,0,2,2,0,2,0,0.0
587,0,96,60.0,79.2,416,588,12,1.0,39,1,0,3,2,3,2,1,0,1,1.0
588,0,103,22.0,8.05,441,589,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
589,0,707,32.25215146299484,8.05,832,590,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
590,0,899,35.0,7.125,1005,591,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
591,1,627,52.0,78.2667,1142,592,13,2.0,123,1,0,3,1,3,2,1,0,0,1.0
592,0,730,47.0,7.25,369,593,12,1.0,186,3,1,1,0,2,2,0,2,0,0.0
593,1,595,21.774238095238097,7.75,141,594,9,2.0,186,3,1,1,2,3,4,0,1,2,0.0
594,0,855,37.0,26.0,224,595,12,1.0,186,2,5,2,1,3,0,1,2,0,0.0
595,0,425,36.0,24.15,1207,596,12,1.0,186,3,5,1,2,3,0,1,2,1,0.0
596,1,207,21.774238095238097,33.0,694,597,9,2.0,186,2,0,2,0,2,4,0,2,0,1.0
597,0,787,49.0,0.0,602,598,12,1.0,186,3,2,1,0,2,2,0,2,0,0.0
598,0,258,32.25215146299484,7.225,139,599,12,1.0,186,3,1,1,0,2,0,0,0,0,0.0
599,0,798,49.0,56.9292,353,600,16,2.0,6,1,0,3,1,3,2,1,0,0,1.0
600,1,189,24.0,27.0,580,601,13,2.0,186,2,5,2,3,3,4,2,2,1,1.0
601,0,497,32.25215146299484,7.8958,1107,602,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
602,0,61,32.25215146299484,42.4,502,603,12,1.0,186,1,0,3,0,2,0,0,2,0,0.0
603,0,591,44.0,8.05,1189,604,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
604,0,12,35.0,26.55,556,605,12,1.0,186,1,5,3,0,2,0,0,0,0,1.0
605,0,542,36.0,15.55,709,606,12,1.0,186,3,3,1,1,3,0,1,2,0,0.0
606,0,529,30.0,7.8958,622,607,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
607,0,66,27.0,30.5,298,608,12,1.0,186,1,5,3,0,2,0,0,2,0,1.0
608,1,868,22.0,41.5792,680,609,13,2.0,186,2,0,2,3,3,4,1,0,2,1.0
609,1,805,40.0,153.4625,1086,610,9,2.0,72,1,0,3,0,2,0,0,2,0,1.0
610,1,459,39.0,31.275,41,611,13,2.0,186,3,5,1,6,2,0,1,2,5,0.0
611,0,874,32.25215146299484,7.05,583,612,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
612,1,612,21.774238095238097,15.5,834,613,9,2.0,186,3,3,1,1,3,4,1,1,0,1.0
613,0,643,32.25215146299484,7.75,559,614,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
614,0,592,35.0,8.05,158,615,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
615,1,138,24.0,65.0,529,616,9,2.0,186,2,0,2,3,3,4,1,2,2,1.0
616,0,457,34.0,14.4,296,617,12,1.0,186,3,3,1,2,3,0,1,2,1,0.0
617,1,734,26.0,16.1,720,618,13,2.0,186,3,4,1,1,3,0,1,2,0,0.0
618,1,146,4.0,39.0,107,619,9,2.0,183,2,0,2,3,3,1,2,2,1,1.0
619,0,340,26.0,10.5,430,620,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
620,0,253,27.0,14.4542,1284,621,12,1.0,186,3,3,1,1,3,0,1,0,0,0.0
621,0,72,42.0,52.5542,649,622,12,1.0,122,1,0,3,1,3,0,1,2,0,1.0
622,0,247,20.0,15.7417,841,623,12,1.0,186,3,3,1,2,3,4,1,0,1,1.0
623,0,547,21.0,7.8542,491,624,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
624,0,678,21.0,16.1,145,625,12,1.0,186,3,4,1,0,2,4,0,2,0,0.0
625,0,628,61.0,32.3208,1158,626,12,1.0,142,1,0,3,0,2,3,0,2,0,0.0
626,0,135,57.0,12.35,656,627,15,0.0,186,2,3,2,0,2,2,0,1,0,0.0
627,1,92,21.0,77.9583,723,628,9,2.0,146,1,0,3,0,2,4,0,2,0,1.0
628,0,507,26.0,7.8958,135,629,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
629,0,392,32.25215146299484,7.7333,880,630,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
630,0,296,80.0,30.0,93,631,12,1.0,8,1,5,3,0,2,3,0,2,0,1.0
631,0,478,51.0,7.0542,729,632,12,1.0,186,3,1,1,0,2,2,0,2,0,0.0
632,0,90,32.0,30.5,1133,633,4,1.3489623366641046,44,1,5,3,0,2,0,0,0,0,1.0
633,0,17,32.25215146299484,0.0,927,634,12,1.0,186,1,2,3,0,2,0,0,2,0,0.0
634,1,464,9.0,27.9,1103,635,9,2.0,186,3,5,1,5,1,1,3,2,2,0.0
635,1,169,28.0,13.0,311,636,9,2.0,186,2,3,2,0,2,0,0,2,0,1.0
636,0,908,32.0,7.925,693,637,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
637,0,761,31.0,26.25,254,638,12,1.0,186,2,5,2,2,3,0,1,2,1,0.0
638,1,335,41.0,39.6875,924,639,13,2.0,186,3,0,1,5,1,0,0,2,5,0.0
639,0,654,32.25215146299484,16.1,1182,640,12,1.0,186,3,4,1,1,3,0,1,2,0,0.0
640,0,558,20.0,7.8542,588,641,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
641,1,795,24.0,69.3,1058,642,10,2.0,33,1,0,3,0,2,4,0,0,0,1.0
642,1,464,2.0,27.9,1104,643,9,2.0,186,3,5,1,5,1,1,3,2,2,0.0
643,0,104,32.25215146299484,56.4958,393,644,12,1.0,186,3,0,1,0,2,0,0,2,0,1.0
644,1,260,0.75,19.2583,78,645,9,2.0,186,3,4,1,3,3,1,2,0,1,1.0
645,0,803,48.0,76.7292,499,646,12,1.0,129,1,0,3,1,3,2,1,0,0,1.0
646,0,514,19.0,7.8958,267,647,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
647,0,89,56.0,35.5,1092,648,1,1.0,10,1,0,3,0,2,2,0,0,0,1.0
648,0,845,32.25215146299484,7.55,1269,649,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
649,1,777,23.0,7.55,1136,650,9,2.0,186,3,1,1,0,2,4,0,2,0,1.0
650,0,504,32.25215146299484,7.8958,806,651,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
651,1,149,18.0,23.0,336,652,9,2.0,186,2,4,2,1,3,4,0,2,1,1.0
652,0,702,21.0,8.4333,619,653,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
653,1,377,21.774238095238097,7.8292,887,654,9,2.0,186,3,1,1,0,2,4,0,1,0,1.0
654,1,603,18.0,6.75,522,655,9,2.0,186,3,1,1,0,2,4,0,1,0,0.0
655,0,847,24.0,73.5,534,656,12,1.0,186,2,0,2,2,3,4,2,2,0,0.0
656,0,506,32.25215146299484,7.8958,980,657,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
657,1,596,32.0,15.5,143,658,13,2.0,186,3,3,1,2,3,0,1,1,1,0.0
658,0,326,23.0,13.0,362,659,12,1.0,186,2,3,2,0,2,4,0,2,0,0.0
659,0,573,58.0,113.275,857,660,12,1.0,140,1,0,3,2,3,2,0,0,2,0.0
660,0,827,50.0,133.65,412,661,4,1.3489623366641046,186,1,0,3,2,3,2,2,2,0,1.0
661,0,231,40.0,7.225,83,662,12,1.0,186,3,1,1,0,2,0,0,0,0,0.0
662,0,679,47.0,25.5875,252,663,12,1.0,167,1,5,3,0,2,2,0,2,0,0.0
663,0,493,36.0,7.4958,247,664,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
664,0,903,20.0,7.925,711,665,12,1.0,186,3,1,1,1,3,4,1,2,0,1.0
665,0,847,32.0,73.5,535,666,12,1.0,186,2,0,2,2,3,0,2,2,0,0.0
666,0,157,25.0,13.0,174,667,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
667,0,343,32.25215146299484,7.775,1017,668,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
668,0,727,43.0,8.05,263,669,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
669,1,127,36.99411764705882,52.0,1169,670,13,2.0,73,1,0,3,1,3,0,1,2,0,1.0
670,1,325,40.0,39.0,164,671,13,2.0,186,2,0,2,2,3,0,1,2,1,1.0
671,0,779,31.0,52.0,302,672,12,1.0,51,1,0,3,1,3,0,1,2,0,0.0
672,0,752,70.0,10.5,805,673,12,1.0,186,2,3,2,0,2,3,0,2,0,0.0
673,0,192,31.0,13.0,1265,674,12,1.0,186,2,3,2,0,2,0,0,2,0,1.0
674,0,181,32.25215146299484,0.0,1234,675,12,1.0,186,2,2,2,0,2,0,0,2,0,0.0
675,0,544,18.0,7.775,361,676,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
676,0,407,24.5,8.05,1071,677,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
677,1,676,18.0,9.8417,1201,678,9,2.0,186,3,3,1,0,2,4,0,2,0,1.0
678,1,775,43.0,46.9,462,679,13,2.0,186,3,0,1,7,0,0,1,2,6,0.0
679,0,831,36.0,512.3292,198,680,12,1.0,45,1,0,3,1,3,0,0,0,1,1.0
680,1,383,21.774238095238097,8.1375,956,681,9,2.0,186,3,3,1,0,2,4,0,1,0,0.0
681,0,803,27.0,76.7292,512,682,12,1.0,141,1,0,3,0,2,0,0,0,0,1.0
682,0,684,20.0,9.225,899,683,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
683,0,775,14.0,46.9,460,684,12,1.0,186,3,0,1,7,0,4,5,2,2,0.0
684,0,325,60.0,39.0,161,685,12,1.0,186,2,0,2,2,3,2,1,2,1,0.0
685,0,868,25.0,41.5792,679,686,12,1.0,186,2,0,2,3,3,0,1,0,2,0.0
686,0,335,14.0,39.6875,923,687,12,1.0,186,3,0,1,5,1,4,4,2,1,0.0
687,0,511,19.0,10.1708,291,688,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
688,0,551,18.0,7.7958,384,689,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
689,1,187,15.0,211.3375,737,690,9,2.0,43,1,0,3,1,3,4,0,2,1,1.0
690,0,113,31.0,57.0,327,691,12,1.0,26,1,0,3,1,3,0,1,2,0,1.0
691,1,539,4.0,13.4167,627,692,9,2.0,186,3,3,1,1,3,1,0,0,1,1.0
692,0,104,32.25215146299484,56.4958,671,693,12,1.0,186,3,0,1,0,2,0,0,2,0,1.0
693,0,267,25.0,7.225,1041,694,12,1.0,186,3,1,1,0,2,0,0,0,0,0.0
694,0,63,60.0,26.55,1239,695,1,1.0,186,1,5,3,0,2,2,0,2,0,0.0
695,0,208,52.0,13.5,223,696,12,1.0,186,2,3,2,0,2,2,0,2,0,0.0
696,0,585,44.0,8.05,638,697,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
697,1,576,21.774238095238097,7.7333,830,698,9,2.0,186,3,1,1,0,2,4,0,1,0,1.0
698,0,107,49.0,110.8833,1171,699,12,1.0,99,1,0,3,2,3,2,1,0,1,0.0
699,0,479,42.0,7.65,567,700,12,1.0,178,3,1,1,0,2,0,0,2,0,0.0
700,1,833,18.0,227.525,69,701,13,2.0,97,1,0,3,1,3,4,1,0,0,1.0
701,0,793,35.0,26.2875,1088,702,12,1.0,152,1,5,3,0,2,0,0,2,0,1.0
702,1,286,18.0,14.4542,90,703,9,2.0,186,3,3,1,1,3,4,0,0,1,0.0
703,0,620,25.0,7.7417,426,704,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
704,0,545,26.0,7.8542,490,705,12,1.0,186,3,1,1,1,3,0,1,2,0,0.0
705,0,226,39.0,26.0,820,706,12,1.0,186,2,5,2,0,2,0,0,2,0,0.0
706,1,140,45.0,13.5,639,707,13,2.0,186,2,3,2,0,2,0,0,2,0,1.0
707,0,794,42.0,26.2875,183,708,12,1.0,152,1,5,3,0,2,0,0,2,0,1.0
708,1,49,22.0,151.55,242,709,9,2.0,186,1,0,3,0,2,4,0,2,0,1.0
709,0,255,5.482641509433963,15.2458,825,710,8,1.0,186,3,3,1,2,3,1,1,0,1,1.0
710,1,796,24.0,49.5042,764,711,10,2.0,110,1,0,3,0,2,4,0,0,0,1.0
711,0,26,32.25215146299484,26.55,657,712,12,1.0,71,1,5,3,0,2,0,0,2,0,0.0
712,0,127,48.0,52.0,1168,713,12,1.0,73,1,0,3,1,3,2,1,2,0,1.0
713,0,694,29.0,9.4833,681,714,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
714,0,219,52.0,13.0,468,715,12,1.0,186,2,3,2,0,2,2,0,2,0,0.0
715,0,482,19.0,7.65,1124,716,12,1.0,179,3,1,1,0,2,4,0,2,0,0.0
716,1,833,38.0,227.525,373,717,9,2.0,86,1,0,3,0,2,0,0,0,0,1.0
717,1,403,27.0,10.5,1198,718,9,2.0,148,2,3,2,0,2,0,0,2,0,1.0
718,0,606,32.25215146299484,15.5,775,719,12,1.0,186,3,3,1,0,2,0,0,1,0,0.0
719,0,439,33.0,7.775,603,720,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
720,1,207,6.0,33.0,498,721,9,2.0,186,2,0,2,1,3,1,0,2,1,1.0
721,0,557,17.0,7.0542,590,722,12,1.0,186,3,1,1,1,3,4,1,2,0,0.0
722,0,84,34.0,13.0,443,723,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
723,0,216,50.0,13.0,548,724,12,1.0,186,2,3,2,0,2,2,0,2,0,0.0
724,0,67,27.0,53.1,221,725,12,1.0,173,1,0,3,1,3,0,1,2,0,1.0
725,0,358,20.0,8.6625,903,726,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
726,1,339,30.0,21.0,987,727,13,2.0,186,2,4,2,3,3,0,3,2,0,1.0
727,1,622,21.774238095238097,7.7375,753,728,9,2.0,186,3,1,1,0,2,4,0,1,0,1.0
728,0,162,25.0,26.0,166,729,12,1.0,186,2,5,2,1,3,0,1,2,0,0.0
729,1,912,25.0,7.925,575,730,9,2.0,186,3,1,1,1,3,0,1,2,0,0.0
730,1,187,29.0,211.3375,21,731,9,2.0,43,1,0,3,0,2,0,0,2,0,1.0
731,0,294,11.0,18.7875,513,732,12,1.0,186,3,4,1,0,2,1,0,0,0,0.0
732,0,180,32.25215146299484,0.0,661,733,12,1.0,186,2,2,2,0,2,0,0,2,0,0.0
733,0,311,23.0,13.0,117,734,12,1.0,186,2,3,2,0,2,4,0,2,0,0.0
734,0,152,23.0,13.0,1196,735,12,1.0,186,2,3,2,0,2,4,0,2,0,0.0
735,0,678,28.5,16.1,1273,736,12,1.0,186,3,4,1,0,2,0,0,2,0,0.0
736,1,924,48.0,34.375,399,737,13,2.0,186,3,0,1,4,1,2,1,2,3,0.0
737,0,831,35.0,512.3292,701,738,12,1.0,21,1,0,3,0,2,0,0,0,0,1.0
738,0,484,32.25215146299484,7.8958,578,739,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
739,0,501,32.25215146299484,7.8958,844,740,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
740,0,106,32.25215146299484,30.0,514,741,12,1.0,137,1,5,3,0,2,0,0,2,0,1.0
741,0,118,36.0,78.85,216,742,12,1.0,87,1,0,3,1,3,0,1,2,0,0.0
742,1,824,21.0,262.375,1037,743,9,2.0,47,1,0,3,4,1,4,2,0,2,1.0
743,0,655,24.0,16.1,782,744,12,1.0,186,3,4,1,1,3,4,1,2,0,0.0
744,0,905,31.0,7.925,1149,745,12,1.0,186,3,1,1,0,2,0,0,2,0,1.0
745,0,928,70.0,71.0,281,746,0,0.0,27,1,0,3,2,3,3,1,2,1,0.0
746,0,753,16.0,20.25,2,747,12,1.0,186,3,4,1,2,3,4,1,2,1,0.0
747,1,220,30.0,13.0,1094,748,9,2.0,186,2,3,2,0,2,0,0,2,0,1.0
748,0,45,19.0,53.1,758,749,12,1.0,128,1,0,3,1,3,4,1,2,0,0.0
749,0,395,31.0,7.75,260,750,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
750,1,318,4.0,23.0,1243,751,9,2.0,186,2,4,2,2,3,1,1,2,1,1.0
751,0,669,6.0,12.475,812,752,8,1.0,150,3,3,1,1,3,1,0,2,1,1.0
752,0,431,33.0,9.5,1210,753,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
753,0,487,23.0,7.8958,611,754,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
754,1,138,48.0,65.0,532,755,13,2.0,186,2,0,2,3,3,2,1,2,2,1.0
755,0,221,0.67,14.5,485,756,8,1.0,186,2,3,2,2,3,1,1,2,1,1.0
756,0,552,28.0,7.7958,200,757,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
757,0,323,18.0,11.5,84,758,12,1.0,186,2,3,2,0,2,4,0,2,0,0.0
758,0,584,34.0,8.05,1174,759,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
759,1,0,33.0,86.5,1026,760,17,2.0,53,1,0,3,0,2,0,0,2,0,1.0
760,0,577,32.25215146299484,14.5,427,761,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
761,0,886,41.0,7.125,868,762,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
762,0,257,20.0,7.2292,89,763,12,1.0,186,3,1,1,0,2,4,0,0,0,1.0
763,1,43,36.0,120.0,211,764,13,2.0,60,1,0,3,3,3,0,1,2,2,1.0
764,0,451,16.0,7.775,363,765,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
765,1,92,51.0,77.9583,549,766,13,2.0,119,1,0,3,1,3,2,1,2,0,1.0
766,0,24,43.57142857142857,39.6,156,767,4,1.3489623366641046,186,1,0,3,0,2,0,0,0,0,0.0
767,1,597,30.5,7.75,751,768,9,2.0,186,3,1,1,0,2,0,0,1,0,0.0
768,0,646,32.25215146299484,24.15,817,769,12,1.0,186,3,5,1,1,3,0,1,1,0,0.0
769,0,701,32.0,8.3625,471,770,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
770,0,432,24.0,9.5,705,771,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
771,0,556,48.0,7.8542,589,772,12,1.0,186,3,1,1,0,2,2,0,2,0,0.0
772,1,844,57.0,10.5,735,773,13,2.0,172,2,3,2,0,2,2,0,2,0,0.0
773,0,269,32.25215146299484,7.225,365,774,12,1.0,186,3,1,1,0,2,0,0,0,0,0.0
774,1,320,54.0,23.0,547,775,13,2.0,186,2,4,2,4,1,2,1,2,3,1.0
775,0,455,18.0,7.75,836,776,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
776,0,661,32.25215146299484,7.75,1185,777,12,1.0,182,3,1,1,0,2,0,0,1,0,0.0
777,1,593,5.0,12.475,370,778,9,2.0,186,3,3,1,0,2,1,0,2,0,1.0
778,0,621,32.25215146299484,7.7375,648,779,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
779,1,187,43.0,211.3375,1010,780,13,2.0,31,1,0,3,1,3,0,0,2,1,1.0
780,1,282,13.0,7.2292,74,781,9,2.0,186,3,1,1,0,2,4,0,0,0,1.0
781,1,113,17.0,57.0,328,782,13,2.0,26,1,0,3,1,3,4,1,2,0,1.0
782,0,36,29.0,30.0,722,783,12,1.0,144,1,5,3,0,2,0,0,2,0,0.0
783,0,923,32.25215146299484,23.45,608,784,12,1.0,186,3,4,1,3,3,0,1,2,2,0.0
784,0,881,25.0,7.05,20,785,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
785,0,651,25.0,7.25,497,786,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
786,1,328,18.0,7.4958,1099,787,9,2.0,186,3,1,1,0,2,4,0,2,0,1.0
787,0,659,8.0,29.125,996,788,8,1.0,186,3,5,1,5,1,1,4,1,1,0.0
788,0,750,1.0,20.575,315,789,8,1.0,186,3,4,1,3,3,1,1,2,2,1.0
789,0,810,46.0,79.2,473,790,12,1.0,57,1,0,3,0,2,2,0,0,0,0.0
790,0,85,32.25215146299484,7.75,632,791,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
791,0,182,16.0,26.0,429,792,12,1.0,186,2,5,2,0,2,4,0,2,0,0.0
792,1,778,21.774238095238097,69.55,1052,793,9,2.0,186,3,0,1,10,0,4,8,2,2,0.0
793,0,817,32.25215146299484,30.6958,565,794,12,1.0,186,1,5,3,0,2,0,0,0,0,0.0
794,0,486,25.0,7.8958,301,795,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
795,0,304,39.0,13.0,908,796,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
796,1,111,49.0,25.9292,685,797,4,1.3489623366641046,121,1,5,3,0,2,2,0,2,0,1.0
797,1,527,31.0,8.6833,905,798,13,2.0,186,3,3,1,0,2,0,0,2,0,1.0
798,0,280,30.0,7.2292,570,799,12,1.0,186,3,1,1,0,2,0,0,0,0,0.0
799,1,425,30.0,24.15,1208,800,13,2.0,186,3,5,1,2,3,0,1,2,1,0.0
800,0,219,34.0,13.0,972,801,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
801,1,761,31.0,26.25,255,802,13,2.0,186,2,5,2,2,3,0,1,2,1,1.0
802,0,43,11.0,120.0,207,803,8,1.0,60,1,0,3,3,3,1,1,2,2,1.0
803,0,233,0.42,8.5167,1175,804,8,1.0,186,3,3,1,1,3,1,0,0,1,1.0
804,0,465,27.0,6.975,520,805,12,1.0,186,3,1,1,0,2,0,0,2,0,1.0
805,0,440,31.0,7.775,598,806,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
806,0,15,39.0,0.0,46,807,12,1.0,15,1,2,3,0,2,0,0,2,0,0.0
807,1,463,18.0,7.775,962,808,9,2.0,186,3,1,1,0,2,4,0,2,0,0.0
808,0,205,39.0,13.0,792,809,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
809,1,67,33.0,53.1,222,810,13,2.0,173,1,0,3,1,3,0,1,2,0,1.0
810,0,468,26.0,7.8875,17,811,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
811,0,714,39.0,24.15,700,812,12,1.0,186,3,5,1,0,2,0,0,2,0,0.0
812,0,303,35.0,10.5,1109,813,12,1.0,186,2,3,2,0,2,0,0,2,0,0.0
813,1,459,6.0,31.275,32,814,9,2.0,186,3,5,1,6,2,1,4,2,2,0.0
814,0,588,30.5,8.05,1187,815,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
815,0,19,32.25215146299484,0.0,419,816,12,1.0,22,1,2,3,0,2,0,0,2,0,0.0
816,1,916,23.0,7.925,524,817,9,2.0,186,3,1,1,0,2,4,0,2,0,0.0
817,0,841,31.0,37.0042,748,818,12,1.0,186,2,0,2,2,3,0,1,0,1,0.0
818,0,744,43.0,6.45,552,819,12,1.0,186,3,1,1,0,2,0,0,2,0,0.0
819,0,464,10.0,27.9,1102,820,8,1.0,186,3,5,1,5,1,1,3,2,2,0.0
820,1,86,52.0,93.5,517,821,13,2.0,50,1,0,3,2,3,2,1,2,1,1.0
821,0,362,27.0,8.6625,728,822,12,1.0,186,3,3,1,0,2,0,0,2,0,1.0
822,0,125,38.0,0.0,988,823,5,0.0,186,1,2,3,0,2,0,0,2,0,0.0
823,1,669,27.0,12.475,813,824,13,2.0,150,3,3,1,1,3,0,0,2,1,1.0
824,0,335,2.0,39.6875,921,825,8,1.0,186,3,0,1,5,1,1,4,2,1,0.0
825,0,616,32.25215146299484,6.95,389,826,12,1.0,186,3,1,1,0,2,0,0,1,0,0.0
826,0,104,32.25215146299484,56.4958,672,827,12,1.0,186,3,0,1,0,2,0,0,2,0,0.0
827,0,841,1.0,37.0042,747,828,8,1.0,186,2,0,2,2,3,1,0,0,2,1.0
828,0,610,32.25215146299484,7.75,768,829,12,1.0,186,3,1,1,0,2,0,0,1,0,1.0
829,1,42,62.0,80.0,1145,830,13,2.0,30,1,0,3,0,2,3,0,2,0,1.0
830,1,253,15.0,14.4542,1285,831,13,2.0,186,3,3,1,1,3,4,1,0,0,1.0
831,0,321,0.83,18.75,999,832,8,1.0,186,2,4,2,2,3,1,1,2,1,1.0
832,0,266,32.25215146299484,7.2292,1040,833,12,1.0,186,3,1,1,0,2,0,0,0,0,0.0
833,0,473,23.0,7.8542,73,834,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
834,0,139,18.0,8.3,27,835,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
835,1,832,39.0,83.1583,256,836,9,2.0,164,1,0,3,2,3,0,1,0,1,1.0
836,0,361,21.0,8.6625,930,837,12,1.0,186,3,3,1,0,2,4,0,2,0,0.0
837,0,667,32.25215146299484,8.05,1096,838,12,1.0,186,3,3,1,0,2,0,0,2,0,0.0
838,0,104,32.0,56.4958,231,839,12,1.0,186,3,0,1,0,2,0,0,2,0,1.0
839,0,79,32.25215146299484,29.7,755,840,12,1.0,88,1,5,3,0,2,0,0,0,0,1.0
840,0,888,20.0,7.925,18,841,12,1.0,186,3,1,1,0,2,4,0,2,0,0.0
841,0,844,16.0,10.5,829,842,12,1.0,186,2,3,2,0,2,4,0,2,0,0.0
