Id,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,RainToday,RainTomorrow
93555,21.9,28.8,0.0,8.0,7.0,31.0,17.0,20.0,76.0,61.0,1015.3,7.0,3.0,25.1,0,1
121081,11.0,19.5,0.4,1.8,4.2,50.0,11.0,20.0,69.0,49.0,1014.5,6.0,5.0,14.7,0,1
6704,6.5,21.2,0.0,3.8,,26.0,7.0,9.0,64.0,39.0,1020.2,1.0,3.0,13.3,0,0
105994,12.7,25.8,0.0,7.8,11.4,56.0,20.0,20.0,63.0,37.0,1021.5,1.0,4.0,17.5,0,0
47699,8.9,11.9,0.2,,,33.0,20.0,17.0,72.0,87.0,1018.3,8.0,8.0,10.4,0,1
8052,16.2,23.2,0.0,8.6,,48.0,30.0,17.0,52.0,93.0,1014.9,7.0,7.0,20.1,0,1
16678,11.8,21.2,0.2,,,,0.0,0.0,89.0,90.0,,5.0,8.0,14.8,0,0
125623,7.1,27.8,0.0,,,39.0,17.0,15.0,49.0,28.0,,,,20.3,0,0
120492,15.8,22.1,33.8,3.6,0.0,43.0,13.0,24.0,89.0,88.0,1011.7,7.0,7.0,17.4,1,1
29295,16.9,20.2,10.0,,,28.0,13.0,7.0,98.0,96.0,1012.2,8.0,8.0,18.1,1,1
28025,3.5,14.2,0.0,2.2,,52.0,17.0,17.0,48.0,34.0,1014.5,,,10.5,0,0
35702,18.4,25.3,1.4,5.4,1.6,37.0,20.0,28.0,67.0,54.0,1021.9,7.0,7.0,22.3,1,1
88032,22.6,30.7,15.4,4.4,4.5,30.0,11.0,11.0,78.0,83.0,1008.4,7.0,7.0,25.9,1,1
47965,-6.0,11.2,0.0,,,24.0,9.0,9.0,74.0,35.0,1032.5,,,1.6,0,0
82470,9.6,20.2,0.0,3.0,0.6,24.0,17.0,19.0,90.0,72.0,1023.7,,,16.1,0,0
103363,15.1,19.2,0.2,3.2,3.9,43.0,15.0,24.0,90.0,84.0,1009.1,7.0,7.0,15.9,0,0
31122,15.2,20.3,7.4,2.8,0.0,,,,90.0,84.0,1006.7,8.0,8.0,17.6,1,0
22481,16.8,21.7,45.0,,5.0,70.0,20.0,11.0,96.0,64.0,1005.1,8.0,6.0,17.5,1,1
104750,6.4,14.0,9.2,5.6,5.0,63.0,17.0,39.0,92.0,66.0,1010.0,6.0,,11.1,1,1
102952,19.5,27.5,1.0,5.8,3.6,46.0,11.0,9.0,86.0,58.0,1007.6,7.0,7.0,20.6,0,1
98861,17.1,29.1,0.0,,,39.0,13.0,17.0,19.0,16.0,1015.8,,,24.2,0,0
90315,20.7,26.3,39.8,,,70.0,37.0,33.0,99.0,79.0,1006.3,,,21.5,1,1
76159,7.4,14.1,11.0,1.6,1.6,52.0,33.0,24.0,74.0,50.0,1017.9,8.0,6.0,9.8,1,1
23723,17.0,22.4,0.0,4.4,,26.0,13.0,15.0,66.0,68.0,1019.7,1.0,1.0,20.9,0,0
73853,12.5,21.3,0.0,,,41.0,11.0,13.0,81.0,61.0,1011.8,,,14.0,0,1
93476,14.2,27.6,0.0,4.0,9.9,28.0,2.0,19.0,77.0,61.0,1012.2,1.0,3.0,21.8,0,0
61468,8.6,14.1,1.0,3.4,2.8,76.0,31.0,35.0,83.0,81.0,998.6,7.0,7.0,10.0,0,1
4328,7.2,17.6,0.0,,,52.0,22.0,20.0,51.0,47.0,1020.7,,,13.5,0,0
71283,6.0,14.0,0.0,2.0,2.5,56.0,13.0,24.0,95.0,48.0,1020.0,7.0,7.0,8.7,0,0
71650,4.4,14.6,5.8,0.8,2.9,24.0,11.0,15.0,83.0,56.0,1014.7,4.0,7.0,8.1,1,1
10996,13.0,17.8,0.0,,,,,,74.0,68.0,,,,14.8,0,1
43096,13.4,18.9,51.0,,,50.0,26.0,22.0,94.0,92.0,1022.5,8.0,8.0,13.8,1,1
131556,7.3,13.4,0.0,0.8,2.0,35.0,9.0,22.0,89.0,87.0,1018.3,,,8.9,0,1
37480,5.5,13.4,0.0,3.0,6.4,59.0,30.0,22.0,52.0,53.0,1011.1,3.0,5.0,9.6,0,1
89787,21.6,32.7,0.0,9.6,11.2,33.0,13.0,19.0,64.0,51.0,1011.8,1.0,1.0,28.7,0,0
137557,22.1,37.7,0.0,13.6,4.1,56.0,17.0,20.0,15.0,16.0,1008.6,7.0,6.0,27.0,0,1
103481,7.8,12.8,14.2,1.4,6.4,61.0,30.0,28.0,86.0,53.0,1009.6,4.0,4.0,10.0,1,1
33565,17.0,23.2,14.0,2.4,0.2,54.0,28.0,30.0,88.0,85.0,1014.1,8.0,8.0,19.5,1,1
100244,14.7,28.8,0.2,3.0,10.6,69.0,22.0,9.0,73.0,39.0,1009.4,6.0,5.0,20.7,0,1
2676,2.1,10.6,0.2,,,28.0,0.0,20.0,100.0,68.0,1018.7,8.0,8.0,2.5,0,0
141922,25.0,33.0,0.0,6.4,10.5,33.0,6.0,20.0,73.0,62.0,1010.8,3.0,2.0,28.8,0,0
126749,12.7,27.9,0.0,,,28.0,11.0,7.0,55.0,26.0,,,,19.9,0,0
88724,22.2,28.6,2.4,5.8,3.2,46.0,13.0,26.0,85.0,71.0,1012.6,7.0,5.0,24.4,1,1
77663,7.4,14.0,1.6,,,26.0,9.0,11.0,79.0,64.0,1030.4,7.0,1.0,10.6,1,0
33305,19.8,26.2,0.0,10.4,5.9,44.0,7.0,24.0,69.0,72.0,,4.0,8.0,22.6,0,1
30402,17.2,23.5,3.6,9.6,2.8,,15.0,7.0,82.0,79.0,1007.4,8.0,6.0,18.0,1,1
47448,8.7,24.8,0.0,4.2,,41.0,15.0,24.0,63.0,45.0,1020.1,2.0,2.0,17.4,0,0
14939,22.5,38.0,0.0,,,41.0,20.0,13.0,50.0,21.0,1011.6,,1.0,27.7,0,0
63391,13.4,16.9,10.6,,,39.0,7.0,17.0,96.0,81.0,1011.2,8.0,8.0,14.6,1,1
29835,13.9,16.4,24.4,0.6,,30.0,9.0,6.0,99.0,98.0,1018.6,8.0,7.0,16.2,1,1
30072,19.7,22.7,3.8,4.2,,33.0,15.0,24.0,96.0,86.0,1019.6,8.0,8.0,21.4,1,1
58821,11.1,22.9,0.0,,,44.0,26.0,28.0,60.0,44.0,1025.6,7.0,5.0,14.0,0,0
23776,15.5,19.5,2.4,,,61.0,26.0,26.0,83.0,66.0,1008.8,6.0,2.0,17.6,1,1
36360,19.2,29.9,0.0,10.4,11.7,59.0,17.0,37.0,53.0,47.0,1009.7,2.0,6.0,25.2,0,0
136408,22.9,32.6,0.0,14.6,8.1,39.0,24.0,22.0,32.0,12.0,1012.5,7.0,1.0,24.8,0,0
25981,17.5,23.2,4.4,,,24.0,0.0,7.0,100.0,93.0,,,,18.2,1,1
48283,10.3,12.8,23.0,,,,7.0,13.0,99.0,87.0,1010.2,,8.0,11.2,1,1
117223,7.5,21.3,1.6,,9.2,20.0,4.0,6.0,91.0,45.0,1018.6,5.0,,13.2,1,0
80841,15.7,21.5,19.4,9.4,5.0,57.0,15.0,30.0,100.0,54.0,1001.4,8.0,7.0,18.3,1,1
97954,18.5,32.9,0.0,6.2,8.8,52.0,13.0,13.0,18.0,9.0,1010.9,,,23.4,0,0
75425,6.7,17.9,1.4,3.6,11.0,37.0,6.0,20.0,68.0,52.0,1023.5,6.0,3.0,13.3,1,0
131659,8.0,20.3,0.6,0.8,9.4,61.0,20.0,37.0,64.0,39.0,1003.1,,,13.4,0,0
35730,17.8,21.9,1.8,6.6,6.6,70.0,26.0,43.0,49.0,80.0,1019.7,6.0,7.0,19.3,1,1
118384,11.3,30.8,0.0,8.6,13.0,39.0,11.0,30.0,52.0,32.0,1010.3,0.0,0.0,22.9,0,0
141071,27.1,33.4,0.0,5.0,6.6,50.0,20.0,17.0,85.0,65.0,1004.0,7.0,6.0,28.2,0,1
8916,23.2,42.1,0.0,,,65.0,13.0,9.0,18.0,16.0,1008.1,4.0,,30.1,0,1
17812,4.8,17.0,3.2,,,,0.0,,67.0,,,4.0,,11.2,1,1
29133,9.8,16.5,11.4,,,56.0,22.0,26.0,98.0,71.0,1006.1,8.0,8.0,12.0,1,1
46967,-1.4,14.8,0.0,3.4,8.5,50.0,19.0,30.0,62.0,40.0,1011.2,1.0,2.0,9.8,0,0
13837,18.0,35.6,0.0,11.2,13.0,39.0,17.0,20.0,47.0,23.0,1009.4,1.0,1.0,24.0,0,0
9868,21.4,29.6,0.0,3.4,7.9,24.0,0.0,11.0,79.0,66.0,999.8,1.0,5.0,25.8,0,1
132698,6.4,15.9,2.6,2.6,8.4,,39.0,13.0,47.0,41.0,1007.6,3.0,4.0,13.5,1,0
46980,8.2,15.1,0.0,8.0,2.5,,11.0,19.0,74.0,70.0,1018.2,6.0,5.0,11.0,0,1
139461,18.8,32.4,0.0,4.0,10.2,44.0,19.0,19.0,73.0,27.0,1011.2,3.0,2.0,24.1,0,0
54346,-6.4,-1.3,4.4,,,46.0,15.0,13.0,96.0,94.0,,,,-6.2,1,0
105722,8.8,15.9,0.0,2.0,4.4,22.0,4.0,9.0,89.0,47.0,1024.1,7.0,6.0,11.2,0,0
77195,12.7,18.0,0.4,1.8,0.4,59.0,19.0,7.0,96.0,88.0,1002.2,8.0,8.0,13.3,0,1
76975,11.1,14.9,0.0,2.2,8.6,44.0,17.0,17.0,67.0,86.0,1013.3,,8.0,12.5,0,1
38228,8.8,25.4,0.0,9.8,12.5,37.0,13.0,28.0,64.0,24.0,1005.5,1.0,5.0,15.2,0,0
139994,25.7,31.9,0.0,4.8,2.1,46.0,30.0,19.0,82.0,47.0,1002.8,7.0,7.0,27.0,0,1
128566,12.3,22.6,0.6,,,31.0,11.0,19.0,51.0,50.0,1009.8,,,18.5,0,0
62307,15.9,17.2,24.2,6.8,0.0,59.0,39.0,26.0,94.0,93.0,1010.2,8.0,8.0,16.7,1,1
45626,14.9,24.8,0.0,10.4,10.0,35.0,11.0,6.0,58.0,37.0,1010.4,7.0,7.0,19.3,0,0
8688,9.4,12.9,0.0,3.0,,41.0,13.0,26.0,73.0,68.0,1008.2,7.0,8.0,10.3,0,1
31974,16.3,26.2,0.0,3.8,10.9,39.0,19.0,19.0,67.0,41.0,1013.8,0.0,2.0,19.0,0,1
132092,11.3,18.2,0.0,4.0,0.9,37.0,11.0,22.0,67.0,67.0,1014.3,7.0,7.0,15.3,0,0
113044,13.1,29.8,0.0,,,33.0,7.0,13.0,69.0,51.0,1003.8,,,21.7,0,1
133852,6.2,18.5,0.0,,,48.0,15.0,28.0,68.0,65.0,1007.6,,,11.5,0,0
37956,17.3,31.9,0.0,7.8,5.1,43.0,24.0,11.0,55.0,38.0,1003.6,2.0,7.0,26.0,0,1
4199,14.6,27.7,0.0,,,28.0,0.0,13.0,85.0,56.0,1015.6,,,21.0,0,0
17576,18.4,24.2,1.0,,,,19.0,,73.0,,,8.0,,23.4,0,1
121445,11.5,24.3,0.0,5.4,11.0,43.0,17.0,15.0,50.0,28.0,1023.7,2.0,2.0,15.6,0,0
70901,9.8,16.4,2.6,4.4,0.6,33.0,17.0,19.0,92.0,84.0,1006.0,8.0,7.0,11.7,1,1
110654,10.9,18.3,0.0,3.8,6.7,,6.0,30.0,51.0,70.0,1016.8,2.0,7.0,17.2,0,1
37749,5.7,12.8,0.2,1.4,1.2,39.0,13.0,24.0,99.0,63.0,1005.6,8.0,7.0,6.4,0,1
81822,9.3,13.4,0.4,0.8,0.0,19.0,6.0,4.0,76.0,66.0,1027.0,,,11.1,0,0
45234,12.6,16.3,37.4,,,41.0,17.0,24.0,87.0,81.0,1018.8,6.0,8.0,14.0,1,1
87303,23.7,31.1,0.0,6.2,5.7,37.0,19.0,28.0,74.0,70.0,1007.3,7.0,7.0,28.7,0,0
77409,11.8,19.7,0.0,3.6,8.7,59.0,28.0,35.0,60.0,54.0,1013.4,7.0,,14.9,0,0
80863,17.7,27.2,0.0,5.2,10.3,31.0,6.0,11.0,78.0,50.0,1008.0,5.0,2.0,20.3,0,1
2364,0.4,16.8,0.2,,,19.0,0.0,9.0,78.0,54.0,1025.0,,1.0,7.1,0,0
21726,12.1,17.1,2.0,4.0,9.1,44.0,20.0,17.0,62.0,67.0,1018.3,2.0,7.0,15.4,1,1
17677,16.0,22.5,0.8,,,,9.0,,90.0,,,8.0,,18.0,0,1
122457,9.5,21.6,2.0,2.4,11.0,43.0,15.0,20.0,73.0,59.0,1010.4,3.0,2.0,17.5,1,1
61763,5.1,12.7,0.0,2.2,4.9,59.0,31.0,43.0,66.0,66.0,1015.5,7.0,3.0,9.0,0,0
98355,9.0,23.3,0.0,,4.9,39.0,13.0,11.0,43.0,43.0,1011.9,,,17.9,0,1
5131,13.4,30.5,0.0,,,35.0,4.0,13.0,66.0,43.0,1014.5,,,20.8,0,0
50496,11.5,28.2,0.0,,,31.0,4.0,19.0,77.0,41.0,1009.6,,,17.1,0,0
60310,13.0,31.2,0.0,,,37.0,19.0,13.0,54.0,35.0,1019.7,,,18.6,0,0
132749,7.5,20.1,0.0,2.0,8.5,52.0,28.0,19.0,55.0,36.0,1011.3,3.0,7.0,13.4,0,1
35741,14.8,19.4,22.6,3.8,3.0,37.0,26.0,17.0,85.0,63.0,1028.6,8.0,6.0,15.8,1,1
144166,21.3,33.2,0.0,,,43.0,24.0,20.0,48.0,24.0,1008.4,,,23.3,0,0
30756,12.0,21.1,0.0,4.6,4.7,,11.0,11.0,80.0,84.0,1018.9,3.0,8.0,15.2,0,1
8201,22.0,31.5,0.4,10.6,,37.0,17.0,6.0,65.0,40.0,1011.3,8.0,8.0,23.6,0,1
45905,13.1,19.4,9.8,8.8,6.0,67.0,39.0,30.0,71.0,43.0,1006.0,7.0,1.0,16.7,1,1
93831,17.3,26.4,0.0,5.0,10.8,33.0,26.0,15.0,36.0,29.0,1012.7,7.0,3.0,21.0,0,0
39163,2.0,15.9,0.0,0.2,,24.0,15.0,17.0,79.0,63.0,1019.7,7.0,1.0,6.5,0,1
15087,18.0,22.4,0.4,,,,4.0,9.0,87.0,96.0,,8.0,8.0,18.8,0,1
101627,10.8,35.6,0.0,8.0,13.9,61.0,30.0,30.0,31.0,10.0,1007.8,0.0,4.0,25.3,0,1
141386,26.6,33.3,0.0,8.0,5.6,33.0,19.0,11.0,77.0,63.0,1005.7,7.0,7.0,29.8,0,0
87119,16.7,22.7,3.2,4.2,0.7,24.0,6.0,4.0,72.0,64.0,1019.9,7.0,7.0,21.0,1,0
72152,16.2,38.9,0.0,7.4,10.0,48.0,13.0,13.0,43.0,23.0,1011.2,7.0,4.0,21.5,0,0
133297,7.4,12.1,12.4,,,76.0,,28.0,92.0,75.0,990.0,,,7.7,1,1
64604,15.3,25.1,0.0,7.0,11.7,33.0,20.0,20.0,64.0,48.0,1022.0,6.0,1.0,18.1,0,0
33623,17.8,26.3,83.2,,7.8,,15.0,24.0,84.0,67.0,1010.9,4.0,4.0,20.2,1,1
24193,22.3,33.4,0.0,,,37.0,7.0,9.0,70.0,41.0,,,,25.5,0,0
27313,10.5,16.2,0.2,2.0,,17.0,0.0,2.0,99.0,94.0,1018.4,,,13.7,0,1
92141,17.3,21.0,2.2,,,,,35.0,82.0,87.0,1023.8,,,19.1,1,1
89225,17.5,29.0,0.0,8.2,10.4,43.0,26.0,31.0,59.0,43.0,1013.4,1.0,2.0,24.4,0,0
139264,26.4,34.6,0.0,3.6,7.9,52.0,17.0,13.0,70.0,58.0,1005.9,7.0,7.0,30.6,0,1
134044,0.3,11.9,0.6,,,,4.0,28.0,82.0,83.0,999.5,,,5.3,0,0
128705,13.6,17.8,2.0,,,39.0,0.0,15.0,97.0,86.0,1012.2,,,15.7,1,1
14633,21.0,31.9,0.2,,,54.0,24.0,33.0,57.0,37.0,1017.9,5.0,8.0,24.9,0,0
65136,7.6,19.8,0.0,7.0,9.1,85.0,56.0,46.0,50.0,43.0,1018.7,4.0,7.0,13.6,0,0
59131,3.9,21.9,0.0,,,35.0,11.0,13.0,73.0,34.0,1014.1,8.0,1.0,10.5,0,0
53914,7.3,11.1,1.8,,,57.0,19.0,19.0,98.0,97.0,,,,10.5,1,1
26701,18.7,28.2,3.6,,,22.0,4.0,15.0,87.0,58.0,,,,21.4,1,0
54863,8.0,11.0,0.8,,,72.0,28.0,33.0,99.0,99.0,,,,10.0,0,1
77725,8.9,15.4,3.2,,,76.0,28.0,46.0,80.0,77.0,1011.8,8.0,8.0,11.6,1,0
112524,14.1,17.3,6.6,,,72.0,28.0,26.0,74.0,91.0,1007.5,,,16.7,1,1
20498,18.8,26.3,0.8,,,43.0,19.0,24.0,77.0,68.0,1025.3,,,21.4,0,0
52667,0.4,3.1,13.4,,,43.0,17.0,24.0,98.0,98.0,,,,2.7,1,1
32510,9.1,20.3,0.0,4.2,11.0,41.0,13.0,22.0,50.0,41.0,1023.7,1.0,1.0,15.4,0,0
98999,12.6,19.5,17.8,,,50.0,6.0,15.0,86.0,54.0,1004.0,,,14.7,1,1
48465,13.1,27.0,0.0,,,48.0,11.0,13.0,62.0,34.0,1014.1,,8.0,21.0,0,1
90377,16.4,27.4,0.0,,,50.0,13.0,15.0,54.0,59.0,1011.8,,,23.9,0,0
63501,5.4,13.0,3.0,,,44.0,17.0,26.0,92.0,86.0,1018.4,8.0,8.0,8.4,1,1
118610,11.1,26.3,0.0,4.4,11.1,56.0,24.0,24.0,52.0,36.0,1014.4,4.0,4.0,20.1,0,0
65198,11.1,20.4,0.0,2.6,5.7,24.0,13.0,7.0,75.0,60.0,1018.7,8.0,1.0,13.2,0,0
86143,11.9,20.2,2.0,4.0,3.2,31.0,6.0,13.0,82.0,47.0,1029.0,7.0,7.0,15.7,1,0
79946,3.5,14.9,0.0,3.2,2.0,43.0,13.0,22.0,64.0,57.0,1024.3,6.0,7.0,11.9,0,1
75778,13.3,16.6,0.0,1.2,2.0,31.0,13.0,19.0,70.0,67.0,1017.6,7.0,8.0,14.3,0,0
28176,13.5,32.0,0.0,,,54.0,4.0,4.0,67.0,44.0,1009.0,,,21.7,0,0
76572,9.5,14.8,2.0,1.8,4.1,61.0,33.0,26.0,91.0,96.0,1006.0,8.0,8.0,10.4,1,1
122199,11.6,26.5,0.0,6.8,12.9,33.0,9.0,20.0,49.0,46.0,1019.2,0.0,5.0,19.8,0,0
12361,16.3,34.9,0.0,9.4,11.8,41.0,31.0,11.0,40.0,13.0,1017.5,5.0,5.0,25.1,0,0
123729,13.0,28.3,0.0,8.0,11.1,31.0,13.0,4.0,52.0,29.0,1013.3,0.0,0.0,19.8,0,0
27192,21.1,30.7,0.0,,,39.0,9.0,19.0,64.0,51.0,1018.1,,,22.5,0,1
25138,14.6,21.6,7.2,,,22.0,4.0,15.0,99.0,98.0,,,,16.4,1,1
29941,8.2,29.6,0.0,6.4,,33.0,6.0,17.0,59.0,30.0,1013.8,,,18.4,0,0
50429,16.3,18.0,9.8,,,28.0,15.0,13.0,99.0,97.0,1009.4,,,16.8,1,1
133963,4.3,12.3,0.0,,,52.0,26.0,24.0,74.0,55.0,1032.1,,,8.7,0,0
82925,4.3,12.5,9.0,0.4,2.5,39.0,11.0,11.0,100.0,81.0,1012.6,,,9.3,1,1
63260,13.7,17.8,24.0,,,26.0,7.0,15.0,88.0,94.0,1010.8,7.0,8.0,15.7,1,1
27449,7.2,17.4,0.0,,,30.0,15.0,20.0,60.0,71.0,1027.1,,,14.4,0,1
100459,11.8,16.3,4.8,3.2,2.6,46.0,17.0,15.0,89.0,77.0,1014.9,4.0,7.0,13.3,1,1
103337,13.1,31.6,0.0,6.0,12.4,35.0,13.0,7.0,57.0,30.0,1013.8,0.0,2.0,21.2,0,0
24225,18.8,25.1,0.0,,,39.0,13.0,28.0,77.0,67.0,,,,20.9,0,1
58661,6.1,23.6,0.0,2.6,,52.0,11.0,24.0,64.0,36.0,1008.5,4.0,7.0,14.3,0,1
93897,22.3,26.8,0.0,6.4,0.1,41.0,15.0,13.0,84.0,79.0,1013.6,7.0,7.0,24.3,0,1
13689,9.2,30.7,0.0,6.2,10.0,30.0,19.0,2.0,42.0,14.0,1019.9,6.0,5.0,19.4,0,0
136487,17.6,37.8,0.0,10.6,13.1,30.0,4.0,11.0,14.0,7.0,1004.1,1.0,1.0,31.1,0,0
111780,11.6,14.4,10.0,,,72.0,30.0,24.0,69.0,55.0,1007.4,,,12.0,1,1
51816,3.8,16.2,0.4,,,35.0,19.0,6.0,54.0,40.0,1017.0,,,8.8,0,0
2322,-0.5,13.2,0.0,,,17.0,0.0,11.0,92.0,61.0,1025.3,3.0,2.0,3.3,0,1
36241,11.9,19.5,0.0,6.2,8.7,28.0,15.0,19.0,51.0,55.0,1017.1,1.0,6.0,15.9,0,0
10778,17.8,25.7,0.6,4.0,,48.0,20.0,17.0,74.0,76.0,1016.3,1.0,7.0,22.6,0,1
13881,21.0,35.4,0.0,8.4,9.4,67.0,26.0,7.0,60.0,33.0,1016.6,1.0,6.0,26.3,0,1
131559,8.2,10.1,20.2,1.4,0.6,56.0,30.0,26.0,88.0,84.0,1024.4,,,8.9,1,1
88637,23.5,31.6,24.2,8.2,7.9,48.0,19.0,31.0,79.0,60.0,1008.4,7.0,7.0,25.9,1,1
6200,11.3,13.0,10.0,1.8,0.0,43.0,24.0,20.0,95.0,95.0,1023.8,8.0,8.0,11.4,1,1
47937,4.4,11.8,0.0,,,48.0,30.0,26.0,83.0,69.0,1012.5,,7.0,7.5,0,0
5262,13.1,20.6,1.0,,,26.0,9.0,11.0,96.0,76.0,1024.3,,,16.1,0,1
127832,10.3,23.2,0.0,,,43.0,19.0,26.0,61.0,63.0,1021.9,,,18.7,0,0
105548,-0.2,16.0,0.0,1.7,7.9,28.0,0.0,13.0,85.0,58.0,1029.4,6.0,,8.9,0,0
12016,10.5,22.4,0.0,,,26.0,4.0,17.0,74.0,59.0,1024.5,,,19.2,0,0
29516,7.4,21.5,0.6,,,31.0,7.0,7.0,99.0,41.0,1018.8,8.0,1.0,11.6,0,1
118540,13.7,20.7,25.6,4.0,6.6,67.0,28.0,35.0,73.0,62.0,1009.4,7.0,7.0,17.8,1,1
85272,19.4,26.3,34.2,3.6,0.0,26.0,9.0,6.0,96.0,93.0,1013.6,7.0,7.0,22.2,1,1
56510,5.7,19.6,0.0,,,31.0,13.0,19.0,81.0,48.0,1011.7,,3.0,12.0,0,0
77959,7.7,17.8,0.0,,,56.0,24.0,28.0,68.0,65.0,1006.7,7.0,4.0,13.7,0,1
69246,10.7,16.5,1.0,1.6,2.3,37.0,20.0,24.0,60.0,58.0,1024.4,7.0,7.0,12.8,0,1
44045,15.3,21.9,3.0,,,30.0,7.0,11.0,87.0,70.0,1025.1,7.0,8.0,17.9,1,1
16992,9.2,21.8,0.0,,,,2.0,4.0,65.0,63.0,,0.0,5.0,14.7,0,1
82917,7.2,13.8,0.0,0.8,0.4,26.0,11.0,13.0,100.0,100.0,1026.7,,,9.7,0,0
26794,9.4,18.6,5.2,,,13.0,0.0,7.0,98.0,83.0,,,,13.4,1,0
19240,20.7,28.2,7.6,,,63.0,15.0,30.0,94.0,85.0,1002.3,,,23.8,1,1
83462,7.7,30.6,0.0,6.6,13.6,39.0,11.0,19.0,62.0,26.0,1019.9,,,17.3,0,0
52266,0.5,6.8,0.0,,,24.0,13.0,,70.0,,,,,2.7,0,1
28715,10.3,19.4,15.4,0.0,,43.0,19.0,17.0,99.0,62.0,1020.1,,,14.5,1,1
117871,6.4,19.2,0.0,1.2,5.3,26.0,7.0,13.0,66.0,47.0,1020.6,6.0,7.0,12.6,0,1
84588,22.0,29.3,2.6,6.4,5.0,46.0,19.0,13.0,57.0,64.0,1007.6,7.0,7.0,26.9,1,1
46100,13.7,26.8,0.0,4.8,9.3,31.0,9.0,17.0,67.0,33.0,1021.0,3.0,5.0,15.5,0,0
142621,22.9,35.1,4.4,5.6,,57.0,9.0,17.0,77.0,46.0,1002.5,4.0,6.0,28.0,1,1
47700,6.4,14.6,27.2,,,44.0,22.0,13.0,89.0,92.0,1018.8,8.0,8.0,9.5,1,1
117491,15.1,27.0,0.0,,12.5,57.0,35.0,37.0,47.0,27.0,1009.3,,,18.6,0,1
109306,13.9,18.5,1.0,3.8,,,2.0,13.0,85.0,74.0,1002.4,8.0,8.0,17.0,0,1
60329,13.5,24.3,0.6,,,50.0,30.0,28.0,59.0,34.0,1016.0,,,15.4,0,0
61059,12.5,29.8,0.0,,,37.0,11.0,13.0,55.0,32.0,1016.4,,,18.9,0,0
93771,23.7,26.9,2.4,5.4,2.2,43.0,17.0,31.0,82.0,78.0,1012.8,7.0,7.0,26.0,1,1
126499,5.7,21.6,0.0,,,28.0,17.0,9.0,65.0,35.0,,,,14.1,0,0
134705,5.7,18.2,13.3,,,46.0,9.0,20.0,95.0,87.0,1006.5,,,9.9,1,1
96802,9.9,20.4,0.0,13.4,12.5,48.0,17.0,17.0,52.0,34.0,1024.3,,,13.0,0,0
48270,-6.9,11.4,0.0,,,37.0,0.0,26.0,93.0,46.0,1018.3,,,-0.6,0,0
686,9.2,17.4,0.0,,,39.0,2.0,20.0,74.0,50.0,1019.4,7.0,1.0,12.5,0,0
144020,8.4,28.6,0.0,,,67.0,4.0,37.0,77.0,22.0,1007.7,,,13.3,0,0
61947,19.1,20.8,35.0,1.0,0.0,33.0,24.0,15.0,93.0,84.0,1006.0,7.0,8.0,20.6,1,1
47794,13.2,29.4,0.0,,,44.0,7.0,13.0,72.0,36.0,1009.4,8.0,,19.1,0,0
451,15.0,31.0,0.0,,,22.0,2.0,7.0,61.0,33.0,1021.3,,,19.5,0,0
130272,9.7,12.6,14.8,1.4,0.0,61.0,33.0,33.0,92.0,67.0,1011.3,8.0,6.0,10.5,1,1
133827,16.7,21.4,0.0,,,44.0,22.0,26.0,86.0,69.0,1000.9,,,17.5,0,1
35503,9.0,15.2,0.0,3.0,8.3,65.0,44.0,43.0,55.0,62.0,1015.1,3.0,6.0,13.9,0,1
108585,17.5,20.6,0.0,8.0,2.1,,24.0,19.0,81.0,77.0,1013.3,8.0,8.0,18.5,0,0
105042,15.2,25.8,0.0,6.6,4.5,35.0,13.0,13.0,74.0,49.0,1015.1,8.0,,18.2,0,0
119225,14.0,19.0,0.8,3.4,5.2,52.0,28.0,30.0,83.0,52.0,1016.2,7.0,3.0,15.2,0,1
112133,7.3,18.5,13.6,,,46.0,11.0,19.0,99.0,99.0,1024.7,,,13.0,1,1
108828,6.8,12.0,14.2,4.0,3.7,,19.0,48.0,85.0,73.0,1005.2,7.0,8.0,7.0,1,1
39272,10.7,15.6,13.3,,,57.0,22.0,37.0,84.0,48.0,1001.8,8.0,2.0,12.2,1,1
85710,14.9,22.2,1.6,4.0,3.8,31.0,6.0,7.0,72.0,85.0,1026.9,3.0,7.0,18.9,1,1
70624,7.3,24.2,0.0,3.4,10.0,31.0,15.0,20.0,63.0,29.0,1011.5,3.0,1.0,13.1,0,0
137370,-1.4,19.0,0.0,4.4,10.1,37.0,2.0,24.0,62.0,22.0,1021.6,0.0,0.0,7.6,0,0
23472,14.6,21.1,2.0,4.8,7.2,48.0,17.0,20.0,74.0,63.0,1017.8,7.0,6.0,16.0,1,1
112478,8.4,18.8,0.0,,,33.0,9.0,15.0,75.0,64.0,,,,14.5,0,1
76816,14.6,19.3,0.2,2.0,5.3,39.0,7.0,13.0,100.0,92.0,1011.3,7.0,8.0,16.9,0,1
140707,23.4,30.9,30.4,4.4,1.6,44.0,17.0,13.0,92.0,89.0,1003.8,7.0,8.0,26.1,1,1
89573,18.7,28.8,0.0,7.2,10.6,33.0,17.0,24.0,64.0,48.0,1015.8,3.0,1.0,24.5,0,0
25484,9.5,19.6,7.0,,,43.0,0.0,7.0,98.0,73.0,,,,14.5,1,1
